Report generated on: 11-12-2025 16:08:58
"API","","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"INTL.44-1-ARM-QBTU.A","        Armenia","--","--","--","--","--","--","--","--","--","--","--","--","0.010280782740614483","0.014498189799160618","0.011870840741652103","0.006483069102943086","0.029932814468395814","0.021462552879929618","0.02184347069128416","0.02844263661324046","0.025833248301256852","0.02656737377375716","0.030105591640129555","0.028035007693145927","0.032603914341938246","0.03535233942513973","0.034568280879988866","0.033797201873600115","0.03264697712941307","0.03368588425296461","0.03547279142493028","0.036054725580186284","0.032763095949339516","0.03277402040279798","0.03331234474787302","0.03760858007846819","0.03368773332971714","0.03595087926967419","0.03015681136618726","0.03201870965092697","0.036464736843154925","0.030212427008213163","0.0423534176836419","0.03771269791869965"
"INTL.44-1-ABW-QBTU.A","        Aruba","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001023642489938382","0.00036202822727487445","0.0003872780753600212","0.0004640512621053998","0.0005220576698685748","0.0005425305196673424","0.0005971247857973895","0.0005380523337842396","0.000490324752680485","0.0005288819531348308","0.0005527669445667263","0.0005527669445667263","0.0005527669445667263","0.0005527669445667263","0.0005527669445667263"
"INTL.44-1-AUS-QBTU.A","        Australia","2.7519204143467344","3.136487792201825","3.2089848441085325","3.5309167831363153","4.872217443340761","5.252161823317906","5.514556621945663","6.090187436135654","5.719984165536419","5.930078411510813","6.502771861629895","6.807885244080326","7.0373653874717395","7.033946709910839","7.136111786415841","7.574486246011023","7.752128264995155","8.198593189194431","8.628481065368005","8.718586672779905","9.543591122968735","9.983990707596393","10.229600822743457","9.984287772097757","10.05153865118383","10.651382805219649","10.725151028219994","11.261659941124213","11.363394608524155","11.727648468961993","13.10109995822566","12.619647712017851","12.984303369030355","13.99074265157784","14.879852094823143","15.478536423843748","15.896769938112131","16.658291712788333","17.160544554348057","18.66558395561045","18.40391399640701","17.67769966410824","17.81778887650049","17.18597901381998"
"INTL.44-1-AUT-QBTU.A","        Austria","0.21452373240573683","0.20308771757966934","0.20358540659654842","0.19465566511824595","0.24583076571131385","0.24855600126250232","0.24598271031742397","0.224200741426821","0.25861323705925937","0.25989636714249753","0.24840893263822417","0.25135498204264645","0.25954945778187505","0.26419719946210934","0.24833784373760537","0.2614626809123221","0.2471341297009395","0.24918590010020358","0.25942053339387083","0.27454044028958496","0.28312152902465637","0.2799527260063794","0.28684289615204006","0.26746271577849046","0.2676783550384987","0.26079367317867486","0.2819426280561186","0.3014814116482755","0.29455798682630263","0.3080812696829004","0.30099721372501514","0.2875627173404033","0.321737708551547","0.29895581182855047","0.29896505721853667","0.289791489504477","0.2932365264847408","0.2930488097416629","0.2784755127115961","0.2932662161025009","0.285895143997847","0.2801218435243927","0.2645502070237418","0.28202383521997704"
"INTL.44-1-AZE-QBTU.A","        Azerbaijan","--","--","--","--","--","--","--","--","--","--","--","--","0.7663692169562091","0.721724074187024","0.6357623651577591","0.6471949544123612","0.6450713315381787","0.6171435987599974","0.7113660172686996","0.8210135721982461","0.8211906497913666","0.8616151725421455","0.856207808651213","0.8639134977586418","0.8628472903294104","1.1863736627363302","1.6540134978044763","2.2355357617442873","2.446880883768061","2.7352578295710708","2.8119616876965785","2.687817736446015","2.586270642239934","2.4933115422270538","2.471065963666716","2.494466798159575","2.4493711213784612","2.328746017981451","2.366846184427914","2.5083811577677224","2.410460655382836","2.6927048764840715","2.703170964093509","2.6558555028405664"
"INTL.44-1-BHR-QBTU.A","        Bahrain","0.1047","0.12564","0.13611","0.14658","0.2437440853170735","0.27435896000000065","0.29540095999999955","0.33355446238095304","0.29719537799999995","0.30109200811475406","0.3204052415174602","0.3528495239725505","0.3068892947860465","0.35309073893034687","0.6472755902016448","0.651567088486052","0.656148894172744","0.7153675892570699","0.7302705162414771","0.7204583642814886","0.7356232695899998","0.7376174512224931","0.763633015824933","0.7775735236544031","0.782817481076651","0.8146762018759224","0.8298788577700589","0.8476762259202761","0.8691998460034882","0.8696541343431946","0.8762306736071481","0.8901911979448339","0.8937500628515068","0.9844615144332834","1.0245086393030043","1.0241965004086084","1.0178283025259478","1.0322742511220444","1.0344315316209347","1.0970317312646916","1.0482821290044482","1.067742537652918","1.1032559377024433","1.1245950186821971"
"INTL.44-1-BGD-QBTU.A","        Bangladesh","0.049182588520704965","0.05824455007412591","0.0634238377611307","0.0671878377611307","0.09245569104491576","0.1008437948891038","0.11425144245831184","0.13137801651616152","0.1497893106109295","0.16377508397859927","0.16177024687980668","0.1719677005063159","0.20312023120690487","0.22179326221396273","0.24146216978101406","0.263207886497229","0.2702324782754497","0.2715012712367127","0.29065113614558563","0.3232982628032972","0.3470407172810575","0.3679202434680909","0.40005645310785565","0.4407963514023087","0.4927002287254209","0.5275414226861579","0.5778540261564573","0.6233258968937696","0.6978590128646093","0.7588872095630903","0.7799485429657844","0.7789086569128691","0.8522482895436327","0.8801321322336696","0.9215933197706028","1.0265557085418118","1.1342533389494616","1.0703155606226722","1.063137736466246","1.0554656050927618","0.9730113404226008","0.9670805596571909","0.9144538514637713","0.8602635318870262"
"INTL.44-1-BRB-QBTU.A","        Barbados","0.0004188","0.0004188","0.0004188","0.0004188","0.0004188","0.0004188","0.0004188","0.0003141","0.0009423","0.001047","0.0033985632878210017","0.0033615884828210015","0.0039220774617054425","0.0038792357528210017","0.0038422609478210015","0.0038792357528210017","0.0038111530467054427","0.0037313365328210013","0.0035094877028210014","0.0038792357528210017","0.0035490830217054406","0.003332804517820997","0.0033663930371252344","0.003243340595052967","0.0032565309717054428","0.003115758317821001","0.0031347143178210015","0.0028380529178210017","0.002776626021705443","0.002745168517821001","0.0027453582010872578","0.002801876796307909","0.0028941174266527113","0.00299972945368778","0.0027263006000121364","0.0028692979064543446","0.002885670744969613","0.002061070824926466","0.003346522708672466","0.0032561982043942377","0.00280126518520253","0.001793408294204259","0.0016817124132507382","0.0027489847227379874"
"INTL.44-1-BLR-QBTU.A","        Belarus","--","--","--","--","--","--","--","--","--","--","--","--","0.09460793187398389","0.09653163445499345","0.09653163445499345","0.09475179850252748","0.090297319159612","0.08490496582354105","0.08648801706080425","0.08741401950129835","0.08690565144236119","0.08692187265442453","0.08629128804986637","0.08407661539093485","0.08414818913142603","0.08305052003976363","0.08277901297220182","0.08167250695510958","0.0816700967544369","0.07802027102829297","0.06792602410092001","0.06786386001968069","0.06789226855532855","0.0686216184493353","0.06835451849842998","0.060035185714549875","0.07425835847453637","0.07523689554189902","0.07893931224079193","0.08152880976977052","0.08772089641876868","0.142653494001949","0.12629487978548318","0.19482857443655874"
"INTL.44-1-BEL-QBTU.A","        Belgium","0.297972570876733","0.2971876222789884","0.33317998038676777","0.4048910695075914","0.4482086539511237","0.5102938647200225","0.5428387412209257","0.5354818638132953","0.4958810137248571","0.46164609548440105","0.4563014763731313","0.44801358491680504","0.444144444871488","0.4232504227178025","0.4106950344485267","0.41873127606547916","0.4380472781338348","0.47661113208767203","0.4657016078648962","0.4956524042696966","0.48900998132682943","0.473909396094468","0.48419209167448174","0.4836411872462254","0.4864596474714857","0.49367539339579763","0.49212097507311214","0.5137886160249548","0.49647978569428397","0.5365720562327713","0.5550447589987183","0.5679304017069627","0.49671882653478455","0.5196762499002118","0.43505274216593603","0.365433832449453","0.5351295521280945","0.5316165522057543","0.3978347601818978","0.5505389792072436","0.47443870867551413","0.6274105613581233","0.5674868342978272","0.4645388036298924"
"INTL.44-1-BLZ-QBTU.A","        Belize","0.00041553737996341165","0.0004181374610890672","0.0004181775431528165","0.00042081819556252813","0.00041761733469936334","0.0004178973463222461","0.0004178573446618342","0.0004167772998307152","0.00041297714209159264","0.0004172973214160688","0.00041609727160371433","0.00041745732805771607","0.00041369717197900534","0.0004123771171854154","0.0004126571288082981","0.0005489827874917685","0.000618345666645858","0.000640562588838581","0.0006303685656992336","0.0006656500301824558","0.000318011600207524","0.0003125521735945193","0.0003016333203685099","0.0002095054962740555","0.0002163297795403114","0.00023475534435920227","0.00532724621853346","0.006878827408043522","0.008059333465137977","0.008984551527354678","0.010605351126775873","0.009501139968243233","0.007906959130450615","0.006258024361331381","0.0051845881718889375","0.0052578033502025945","0.005394286948365563","0.003983778782918445","0.003789814742438128","0.00444566839113036","0.005647450456821377","0.0018269535342330056","0.002215809419206651","0.003796889407799859"
"INTL.44-1-BEN-QBTU.A","        Benin","0","0","0","0","0.011235714285714226","0.015688749999999977","0.015688749999999977","0.013448571428571393","0.008991999999999941","0.006725573770491759","0.008967431693989012","0.008967431693989012","0.008991999999999941","0.008967431693989012","0.006725573770491759","0.004483715846994506","0.0022538006407763025","0.0022476585642735706","0.0022476585642735706","0.000005800640776317498","0.00000682428326625588","0.00000682428326625588","0.00000682428326625588","0.00000682428326625588","0.00000341214163312794","0.00000341214163312794","0.00004308978859560864","0.00003306537249640745","0.00003297536876048086","0.000013172546773611144","0.000013168546607569964","0.00000341214163312794","0.00000341214163312794","0.00000682428326625588","0.00000682428326625588","0.00002047284979876764","0.0000341214163312794","0.00002047284979876764","0.000017401922328952493","0.000027638347228336313","0.000024226205595208374","0.000058347621926487776","0.00006183841342425932","0.0001128054023912097"
"INTL.44-1-BMU-QBTU.A","        Bermuda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00006630925240240263","0.00007750071694411856","0.00007630066713176407","0.00007594065218805772","0.00007512311825339123","0.00007499561296082856","0.00007439558805465131","0.00007907528230207868","0.00006898086329715682","0.00006344263341314083","0.00006048971084154054","0.00005829841988418124","0.00005709837007182675","0.00005724837629837106","0.00005706236857745611","0.00005591632100665757","0.000055394299338283366","0.0000598869858232855","0.0000591784564132412","0.00005788490271967409","0.00005264018501892981","0.00005264018501892981","0.00005592149340535646","0.00005629575634747688"
"INTL.44-1-BTN-QBTU.A","        Bhutan","0.000021302306393188968","0.000025377923012674604","0.000029453539632160243","0.00003011701461851794","0.00003393218389253171","0.00003396532002135819","0.001036912742075364","0.0040157371010414115","0.005247626401646612","0.005253797080176456","0.005300913458303835","0.0053616784029637266","0.005525793935257052","0.006236112946871075","0.006718948590973234","0.0069023821456943735","0.0073809040678000535","0.007105837760032599","0.0071064684300924455","0.007229936198944898","0.007390937525761757","0.0077740810908571035","0.008647872568752456","0.009637346124361125","0.00919080012819179","0.010354400160544425","0.016782966134104384","0.023584165030598115","0.024901531325991447","0.024942204222032933","0.026211726646183542","0.025440285441945383","0.024652623180809678","0.02698643881699094","0.025755202368272098","0.02779536059467612","0.02884138450897386","0.028793515598281114","0.02661157025423915","0.03257352754854347","0.04140881979390916","0.0400149355197806","0.04020660627526607","0.03818225669870919"
"INTL.44-1-BOL-QBTU.A","        Bolivia","0.07783244739277169","0.07691450692679144","0.08530772491400138","0.08837918651998061","0.1453061754618905","0.13999967877286265","0.13888813380598047","0.139990875531505","0.14756024532865372","0.15827392166904894","0.16185200311449294","0.1613588212566523","0.1653839729647707","0.15828464409808785","0.1744071406314109","0.1958578022512643","0.2014315055830435","0.20198484919589402","0.20831615630176153","0.1725929177219847","0.20275932417161113","0.26296404248463134","0.30640836190520077","0.3513744034491167","0.4685445769582549","0.5567618347022416","0.6057448015741091","0.6418646914996375","0.6573963783043136","0.5703852142504643","0.6375640433154878","0.6914013355369812","0.7866707221287789","0.8960295442269992","0.9257851968485994","0.8989520565438865","0.8574651122849314","0.8494333066326842","0.7736132562382444","0.687392537514148","0.6608921421324925","0.7054265336987954","0.6467061824441102","0.5696036785344504"
"INTL.44-1-BIH-QBTU.A","        Bosnia and Herzegovina","--","--","--","--","--","--","--","--","--","--","--","--","0.034066876208951415","0.026843613340025878","0.03198205886802237","0.06761204980108872","0.04191922603717505","0.09478730928902258","0.11739407263590657","0.11687691074210885","0.12506701049197474","0.1269988647499445","0.13341718128963387","0.11919297977765349","0.1019635686218364","0.10386077974452068","0.10526529411246158","0.10244526018855984","0.1144643089068792","0.11828292930775083","0.11981130675736634","0.1177994469602005","0.11530948970512253","0.1148850074152716","0.11065251934184075","0.10770639926904968","0.1132352764254756","0.11801771059576302","0.1268164152309287","0.11898485578859959","0.10973981200989173","0.1235075642359755","0.2243326716953357","0.2096316346305481"
"INTL.44-1-BWA-QBTU.A","        Botswana","0.008262057228150871","0.008484743814840564","0.00924191255422266","0.008796519178115546","0.008751979840504834","0.009731845267940489","0.010912137714624346","0.01084532870820828","0.013562228302461688","0.014764790417950903","0.017682117031452515","0.017459420343398955","0.020064971593625584","0.01982000523676667","0.020064971593625584","0.020265398612873787","0.01621231889029903","0.01728126299295611","0.02057717397614877","0.01601189187105083","0.020933488677034463","0.020376746956900567","0.021222994371504086","0.01832793742680783","0.020287668281679144","0.021935623773275473","0.02142342139075229","0.01843928577083461","0.020265398612873787","0.01643501557835259","0.02200243277969154","0.017548499018620378","0.032762094954311524","0.03332224881607774","0.0382225536894062","0.046544448342869076","0.04193750088298597","0.04962518411928196","0.04841364740147055","0.047198676176414045","0.041959593792076734","0.044360541399199364","0.058859784831582634","0.049720322801939866"
"INTL.44-1-BRA-QBTU.A","        Brazil","0.681696567591486","0.7035890909634217","0.7835833467364691","0.8936528382937936","2.0939009375636903","2.3602624181541345","2.3701281482776495","2.4145351102463994","2.4325551766748643","2.568164640344689","2.605096497700239","2.679553578081789","2.710888614367226","2.756061593697004","2.8632052251189393","2.993522211526895","3.2879126607644746","3.530825012432467","3.8418021719008357","4.138806188057117","4.505470158212265","4.595924383012804","5.0864358018510565","5.33520638187668","5.407100091553567","5.8432766734404025","6.1418484300448535","6.401159000975476","6.793899759619014","7.040601912556024","7.579099791106651","7.791117780946933","7.824299877551058","7.8957229313546","8.495594498813096","8.939722354707763","9.215754645257975","9.573606161870092","9.674302846826448","10.305775630017372","10.555823480174572","10.316528129045864","10.83335250258497","11.823632500899667"
"INTL.44-1-VGB-QBTU.A","        British Virgin Islands","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000003753355796440734","0.000004776998286379116","0.000004776998286379116","0.000004776998286379116","0.000004776998286379116","0.000005459426613004704","0.000005459426613004704","0.000007847925756194262","0.00001364856653251176","0.00001364856653251176","0.00001364856653251176","0.00001364856653251176","0.00001364856653251176","0.00001364856653251176"
"INTL.44-1-BRN-QBTU.A","        Brunei","0.383624","0.416402","0.393336","0.401834","0.7291523302868865","0.708273714348644","0.7009730708433725","0.6977870399999986","0.6825860546277382","0.6848754007347144","0.7025108095337252","0.6623012767272956","0.7130051849183929","0.7363592672913858","0.7273759973164226","0.7607387127198767","0.7346022872459865","0.7285984693263063","0.6721191697292739","0.7430927219674038","0.7763038698587604","0.8098120088570174","0.8419295401911286","0.8700425981020716","0.867651771582886","0.8565809062104637","0.9709493279777048","0.9063041736242883","0.8787770898150464","0.7736240790971851","0.789077174374697","0.814547126919442","0.7712118740482412","0.7226891704686562","0.6706038097054324","0.7082221843854524","0.6812820937612637","0.7061209618848753","0.6990176503217187","0.7274912288596638","0.6918088927926139","0.6443161963393157","0.5829029687656675","0.5704494408664925"
"INTL.44-1-BGR-QBTU.A","        Bulgaria","0.2916393776045195","0.3148921793310888","0.34947523284732424","0.368493059093662","0.3894802359956652","0.3759791618503235","0.3965401263395773","0.4116072756133519","0.4223939005172389","0.4203073129026007","0.3788306134655805","0.3454862208916925","0.34312818714158183","0.3598957689631487","0.37023873106518507","0.4069719918807083","0.4270190675439633","0.4007465710344788","0.40014608681320246","0.3533192811786254","0.38553512908803994","0.3941343257606147","0.41455582132023194","0.380261784412067","0.38139126478331303","0.4923734323386528","0.4121454360137107","0.37187204681744623","0.3797750007749139","0.36213827686029604","0.38634374665585336","0.45597432337856425","0.4312446919557415","0.38431199750225487","0.4160612697983619","0.44304738184933173","0.41096346354169955","0.43079678194502374","0.4287604708748215","0.41414405791391684","0.37370351589451556","0.4297352697757844","0.47289455833734695","0.3725690929213082"
"INTL.44-1-BFA-QBTU.A","        Burkina Faso","0","0","0","0","0","0","0","0","0","0","0.00003070927469815146","0.00004435784123066322","0.0000682428326625588","0.00016037065675701318","0.0002456741975852117","0.00032074131351402636","0.00038898414617658515","0.0003923962878097131","0.00026614704738397933","0.0004196934208747366","0.00033097773841341016","0.00018084350655578083","0.00021837706452018817","0.00032756559678028224","0.0003425790199660452","0.00033950809249623005","0.0002726301164869224","0.0003763592221340118","0.00045927426381902074","0.00044699055393976014","0.0004162812792416087","0.0003070927469815146","0.00036168701311156166","0.00039580842944284103","0.0003446263049459219","0.00036168701311156166","0.0005473467195809251","0.0005541330012697898","0.001200213819162181","0.001184541168612831","0.001524671286928465","0.0015227272062324506","0.0013604074685718717","0.0014842007559985027"
"INTL.44-1-MMR-QBTU.A","        Burma","0.015125608766293996","0.016823288061268336","0.0215027591201112","0.0249657859571158","0.09790565638255941","0.09631133590705486","0.10720613998424258","0.09106894562891404","0.07652205575999844","0.07818506853160784","0.07844567659961987","0.07588209538040594","0.07409407890781995","0.07711060816718168","0.08891038656535122","0.08811062386480581","0.08442303347106549","0.08101151267492548","0.08791872839974264","0.07859500474432522","0.15277203316277113","0.26986941002606685","0.36724101608357484","0.41568030765323194","0.4371314038091671","0.5491710728501467","0.5377486507299384","0.5715096325317964","0.5274471442540386","0.4968119058694856","0.5239600243164567","0.5211263065370131","0.5256348335345831","0.5430649194292391","0.6431825914183443","0.7213648094614475","0.7750711713543063","0.7632957055412505","0.7196944037245764","0.7407423702041853","0.712905224415282","0.7204827537926135","0.6305307867843445","0.5662909714943053"
"INTL.44-1-BDI-QBTU.A","        Burundi","0.00000682428326625588","0.00000682428326625588","0.00000682428326625588","0.00007847925756194262","0.00013307352369198967","0.00015695851512388524","0.00020814063962080434","0.00032074131351402636","0.0003514505882121778","0.0003480384465790499","0.0003650991547446896","0.0003753355796440734","0.0003548627298453058","0.0003685112963778175","0.00038898414617658515","0.000399220571075969","0.000399220571075969","0.0004094569959753528","0.00037192343801094546","0.00033097773841341016","0.0003343898800465381","0.00038898414617658515","0.00042992984577412045","0.000341214163312794","0.0003070927469815146","0.0003241534551471543","0.00031391703024777047","0.00039580842944284103","0.00037874772127720135","0.0004094569959753528","0.0005329649226130648","0.0004984646905576855","0.0005382103403428663","0.0005479017426191391","0.0005484107637478794","0.0005370282912776971","0.0005659306909750468","0.0007193516592604131","0.000881045370935547","0.0009591308121507353","0.0009797681687779467","0.000931218053531974","0.0009321439592930003","0.000933157607469089"
"INTL.44-1-CPV-QBTU.A","        Cabo Verde","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000682428326625588","0.0000170607081656397","0.00002047284979876764","0.00002388499143189558","0.00002388499143189558","0.00002729713306502352","0.00002729713306502352","0.00002729713306502352","0.00002047284979876764","0.00002047284979876764","0.0000170607081656397","0.00002047284979876764","0.00002047284979876764","0.00002388499143189558","0.00002388499143189558","0.00002047284979876764","0.00002388499143189558","0.00001364856653251176","0.0000853035408281985","0.00024226205595208374","0.000283207755549619","0.0003070927469815146","0.0002900320388158749","0.000283207755549619","0.0002559106224845955","0.00030368060534838667","0.000283207755549619","0.0002490863392183396","0.000283207755549619","0.0004981726784366792","0.0004981726784366792"
"INTL.44-1-KHM-QBTU.A","        Cambodia","0.00016719494002326906","0.00018084350655578083","0.0001876677898220367","0.0001364856653251176","0.0001023642489938382","0.0001194249571594779","0.0001364856653251176","0.0001535463734907573","0.000170607081656397","0.00018425564818890875","0.00021155278125393228","0.00021837706452018817","0.00022861348941957197","0.00023543777268582785","0.00024226205595208374","0.0002490863392183396","0.00026273490575085136","0.00019449207308829257","0.000170607081656397","0.00015013423185762935","0.00016037065675701318","0.00010577639062696614","0.0001023642489938382","0.00021418789063356068","0.00022916551233325504","0.0002935381843509706","0.0003193982577656996","0.00032534550462742643","0.00032107132721242385","0.0003195448638511089","0.00031557669913825676","0.00037960735695945127","0.0019622530503227618","0.0035693027566618112","0.0064615138082135745","0.0071726193251883934","0.009328594816653124","0.00982597546221365","0.017717674235363353","0.015725011822791377","0.015464605113680646","0.020534279948645463","0.02499265441537622","0.021312870333096944"
"INTL.44-1-CMR-QBTU.A","        Cameroon","0.004606391204722719","0.006107733523299012","0.006919823231983462","0.006834519691155264","0.3424382665756624","0.4007867569399178","0.38776565543298885","0.3660720275529973","0.38075405647991006","0.3801225212823905","0.36494927819621453","0.3368386410116932","0.30719784166779834","0.2911926625127396","0.26091783131468343","0.22851145397384978","0.2426224633548762","0.2643942263113987","0.27420109008119603","0.25872982538961453","0.25931592231098294","0.23502137424805808","0.24567146539129742","0.23375634730123257","0.22492585251718133","0.20768230216360023","0.2188741717492942","0.20229551142408525","0.1928372401467059","0.1819593890152977","0.1638503045007518","0.1548677932863516","0.16220543876881371","0.15168284152561912","0.19565178613337933","0.2529877164456469","0.24205747456355473","0.20522477420180704","0.22639715741007038","0.25532957432096864","0.2625195063457106","0.2529037892257893","0.25036760266791436","0.24358817938057414"
