"API","Region","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023"
"INTL.4419-1-WORL-QBTU.A","    World","16.23993590598577","17.413567646715954","18.753454414942418","20.55179310098879","23.216758406633097","25.646597287654572","26.658049995771314","28.07698962168939","30.087148932591717","30.827183949714993","31.35567248052022","32.4394808849241","32.75235925316404","33.90271319201654","34.584741373360494","35.99804358544564","37.09814818557395","37.142898530264745","37.45760487207246","38.464658324502196","39.23420850072729","39.58596025035755","40.301555780386174","40.22799888945909","42.18653765082778","43.14259014648831","44.32392329699109","44.706778658334265","46.14835492848377","46.647697789288415","49.50056975032599","49.37011519641727","48.74367448147497","50.71796206103338","52.670528408793324","53.637205084721394","55.77302002249747","57.5980334238947","60.182360739654875","62.83140234189071","63.04580217596524","66.0646841039548","67.4778481449524","69.743179688002"
"INTL.4419-1-AFG-QBTU.A","        Afghanistan","0.0024260327011539655","0.0024601541174852446","0.0024123841346214534","0.0025454576583134434","0.0025829912162778504","0.0026273490575085138","0.0024328569844202213","0.0025795790746447225","0.0025386333750471875","0.002559106224845955","0.0025795790746447225","0.002330492735426383","0.0016139429924695156","0.0016037065675701318","0.001593470142670748","0.0014058023528487112","0.0012317831295591863","0.0010987096058671967","0.001023642489938382","0.001023642489938382","0.0010645881895359173","0.0016992465332977141","0.0018937386063860068","0.002149649228870602","0.0019278600227172862","0.0020131635635454847","0.0021735342203024976","0.002552281941579699","0.0018493807651553435","0.0026481631214705943","0.0025635420089690215","0.002031247914201063","0.0025181605252484196","0.003019745345318227","0.00341214163312794","0.00352815444865429","0.0036168701311156165","0.0037124100968431986","0.003292716675968462","0.004357304865504379","0.0035963972813168486","0.003169879577175856","0.0028389018387624462","0.0028769471224318567"
"INTL.4419-1-ALB-QBTU.A","        Albania","0.009960041427100457","0.010297843448780123","0.010553754071264718","0.010806252552116187","0.011058751032967653","0.011311249513819122","0.011481856595475518","0.013576911558216073","0.012669281883804041","0.013123096721010058","0.00962223940542079","0.011884489308184615","0.010874495384778745","0.011195236698292772","0.0127375247164666","0.014201333477078486","0.01934343091820229","0.016985641049710884","0.016623954036599324","0.017848912882892254","0.015518420147465871","0.012007326406977221","0.011864016458385848","0.01745992873671567","0.018463098376855284","0.018149181346607514","0.01689351322561643","0.009417510907433115","0.012826240398927926","0.017746548633898417","0.025821381808695684","0.01410169894139115","0.01612544014399933","0.023748505766570463","0.016122369216529518","0.020117987068922333","0.026560110472267886","0.015443353031537056","0.029184047388143272","0.017763609342064057","0.018129732139298683","0.0304943097752644","0.023796275749434253","0.03072974754795023"
"INTL.4419-1-DZA-QBTU.A","        Algeria","0.0008462111250157291","0.0012351952711923142","0.0016173551341026435","0.00079502900051881","0.001760665082694017","0.002180358503568754","0.0008427989833826012","0.0016753615418658185","0.0006175976355961571","0.0008973932495126482","0.00045722697883914394","0.0009895210736071026","0.0006721919017262042","0.001190837429961651","0.0005595912278329822","0.0006517190519274366","0.00045722697883914394","0.00025249848085146756","0.0007267861678562512","0.0006858404682587159","0.00018084350655578083","0.0002320256310526999","0.00019107993145516463","0.0008939811078795203","0.0008462111250157291","0.001873265756587239","0.000737022592755635","0.0007643197258206585","0.0009553996572758232","0.0010338789148377659","0.0005872295750613184","0.001696175605827899","0.002101879246006811","0.0011157703140328363","0.000856447549915113","0.0007540833009212748","0.0011321485938718505","0.002168074793689493","0.0027768008610395177","0.0029787996457206916","0.0029808469307005684","0.002787719714265527","0.0029459906311893372","0.003109508183337486"
"INTL.4419-1-ASM-QBTU.A","        American Samoa","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.000003070927469815146","0.00000682428326625588","0.00000682428326625588","0.00000682428326625588","0.00001023642489938382","0.0000170607081656397","0.0000170607081656397","0.0000170607081656397","0.0000170607081656397","0.0000170607081656397","0.000017221590643641682","0.0000170607081656397"
"INTL.4419-1-AGO-QBTU.A","        Angola","0.0018084350655578083","0.0018084350655578083","0.002047284979876764","0.002047284979876764","0.002047284979876764","0.002047284979876764","0.0022520134778644405","0.0022520134778644405","0.0022520134778644405","0.002275898469296336","0.002449917692585861","0.002439681267686477","0.0028389018387624462","0.003006096778785715","0.003023157486951355","0.0030402181951169945","0.003125521735945193","0.002954914654288796","0.003579336573151209","0.003019745345318227","0.003111873169412681","0.003470148040891115","0.003900077886665235","0.0042344677667117735","0.0059848964245064066","0.007581778708810283","0.008680488314677479","0.008489408383222315","0.010738009719453627","0.011154290998695237","0.012669281883804041","0.013709985081908063","0.018708772574440494","0.016153078491227667","0.01743037951016946","0.018465528477725302","0.02218594450688332","0.026616780824573305","0.03593240350277148","0.03981131551087132","0.043667623180697335","0.043666599538207396","0.044925679800831606","0.047078300221447135"
"INTL.4419-1-ATA-QBTU.A","        Antarctica","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.00000682428326625588","0.00000682428326625588","0.00000682428326625588","0.00000682428326625588","0.00001364856653251176","0.00001364856653251176","0.00001364856653251176","0.00000170607081656397","0.00000170607081656397","0.00000170607081656397","0.00000341214163312794","0.00000341214163312794","0","0","0","0","0","0","0"
"INTL.4419-1-ATG-QBTU.A","        Antigua and Barbuda","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6.82428326625588e-7","0.00000170607081656397","0.00000170607081656397","0.000002047284979876764","0.000002047284979876764","0.000018425564818890877","0.0000170607081656397","0.000020814063962080435","0.0000341214163312794","0.00004435784123066322","0.00005459426613004704","0.00006653676184599483","0.00007847925756194262","0.00007847925756194262"
"INTL.4419-1-ARG-QBTU.A","        Argentina","0.08600338420669804","0.08809471594789298","0.0858299511417391","0.10200075972591761","0.12152485232312829","0.13496712229256422","0.1355896461326401","0.14734476107067931","0.10903232677622744","0.10137011072857806","0.1444456297318763","0.14671325285767495","0.14616825223547716","0.16803944607750973","0.18604829359906053","0.17463741482977324","0.16205480794372462","0.18649095677337693","0.17760815876111272","0.15685944759173343","0.17424228228838554","0.20823758928904665","0.19327744743091557","0.2072690859638563","0.20044789939814003","0.20294879615635006","0.22928822111439615","0.20479803650790807","0.2265668845571465","0.2630271877322934","0.2850144306615895","0.29262071559070074","0.29241044593876697","0.29332646244784566","0.3084689762771263","0.2977605430385417","0.3366991337230447","0.3342968074495849","0.32933519507698916","0.33105073344432884","0.3190645697800443","0.3463503506638031","0.34548442258568146","0.31836819761137153"
"INTL.4419-1-ARM-QBTU.A","        Armenia","--","--","--","--","--","--","--","--","--","--","--","--","0.010280782740614483","0.014498189799160618","0.011870840741652103","0.006483069102943086","0.029932814468395814","0.021462552879929618","0.02184347069128416","0.02844263661324046","0.025833248301256852","0.02656737377375716","0.030105591640129555","0.028035007693145927","0.032603914341938246","0.03535233942513973","0.034568280879988866","0.033797201873600115","0.03264697712941307","0.03368588425296461","0.03547279142493028","0.036054725580186284","0.032763095949339516","0.03277402040279798","0.03331234474787302","0.03760858007846819","0.03368773332971714","0.03595087926967419","0.03015681136618726","0.03201870965092697","0.036464736843154925","0.030212427008213163","0.042352740943022806","0.03771202117808056"
"INTL.4419-1-ABW-QBTU.A","        Aruba","--","--","--","--","--","--","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0.0001023642489938382","0.00036202822727487445","0.0003872780753600212","0.0004640512621053998","0.0005220576698685748","0.0005425305196673424","0.0005971247857973895","0.0005380523337842396","0.000490324752680485","0.0005288819531348308","0.0005527669445667263","0.0005527669445667263","0.0005527669445667263","0.0005527669445667263","0.0005527669445667263"
"INTL.4419-1-AUS-QBTU.A","        Australia","0.04787855668653554","0.051729568268528515","0.051158057812945405","0.04519141511112497","0.04503656940370072","0.05034183761781036","0.0532178729979331","0.05010543580510861","0.05298391928684855","0.05717710534001533","0.05559227955615957","0.06148042796479396","0.05880899387737879","0.06318718080966795","0.062219410638909775","0.06116276677913164","0.06299955502158934","0.06710475142243127","0.06397842965327784","0.06809845866980047","0.06715902567527803","0.07071403223852525","0.07114919630156426","0.07365620036372383","0.07486581157295825","0.09382168081135217","0.09990764209488967","0.10029257387513998","0.10137049201398818","0.08816462771994191","0.10023325877656068","0.11432513924765907","0.11943741144843492","0.14577012830863237","0.15539060227135612","0.14807936895274287","0.16240090940583077","0.17017570469934273","0.1918688249954771","0.2215054297582979","0.2464489259372729","0.29412361184185587","0.3230258289521893","0.3435751056843279"
"INTL.4419-1-AUT-QBTU.A","        Austria","0.10044908651149768","0.10568437863297962","0.10727864132139782","0.10646519280956139","0.10479539790735884","0.11256158227058458","0.11370917590555803","0.09559084383946011","0.1302129969556086","0.1291540530003568","0.11866203349160562","0.11925627415768732","0.1318610353633301","0.1384511179082484","0.13347347629345116","0.14488457395182422","0.13424715240764215","0.14087221140438302","0.14523814862820428","0.15568181412984963","0.1592120204461014","0.1573626564984842","0.15497898316984068","0.13405502918446005","0.15176646565028476","0.15833991698202746","0.16976079435229063","0.18856450469240407","0.19484294000018745","0.2070524172933129","0.19625836680834452","0.1818398740254691","0.2128669730163983","0.20939614974206153","0.21183992134971366","0.20624423433431818","0.21687565165401548","0.21592176226782833","0.21195966416051382","0.23222918717727856","0.23461893366403963","0.23163170503185312","0.22028996076572835","0.24238251831854313"
"INTL.4419-1-AZE-QBTU.A","        Azerbaijan","--","--","--","--","--","--","--","--","--","--","--","--","0.005903005025311337","0.008107248520311985","0.006179388497594699","0.0052546981150170275","0.0051966917072538525","0.005783580068151858","0.006588845493570052","0.005087503174993758","0.005183043140721341","0.004394838423468787","0.00682428326625588","0.008339274151364685","0.009304910233539892","0.010164769925088133","0.008506469091387954","0.00798441142151938","0.007540833009212747","0.007803567914963599","0.01164563939386566","0.009038763186155914","0.006152091364529676","0.005849247993933709","0.005179780005273247","0.0064123352668825325","0.007619110658406214","0.006885889423439514","0.007125894185694559","0.006667907575324195","0.005008659802317917","0.005707517510903696","0.006840782951134244","0.007098037476434327"
